"wages,num_children,pre_tax_deductions,itemized_deductions,raise_percent,months_elapsed,pay_frequency_biweekly,pay_frequency_monthly,pay_frequency_weekly,adjusted_wages,tax,target_with_noise,target_tax_bracket"
"131279,1,9074,0,15.414850618111034,4,True,False,False,142441.46174295,-2498.2269128525004,9395.316939436,14244.146174295"
"36102,3,6406,0,8.549913007135183,4,False,False,True,32782.689593835945,-7446.565520308202,-3377.3848324931246,3278.268959383595"
"80336,0,8800,1,4.124348101682798,3,False,False,True,74849.3362909679,-7663.149889088703,4487.946903277432,7484.93362909679"
"148015,1,14083,1,15.994375279297223,10,True,False,False,157606.07456965177,4378.134321206471,9108.485965572141,15760.607456965177"
"115314,2,1638,0,6.672135780580863,5,False,True,False,121369.90665401901,4049.9941658761873,5709.5925323215215,12136.990665401901"
"56641,0,10340,1,17.303866947956223,5,False,False,True,56102.083277991886,-8187.369795125507,2988.1666622393514,5610.208327799189"
"64584,1,1382,1,18.30514369835646,11,False,False,True,75024.19400614653,6123.851675845146,2501.935520491722,7502.419400614654"
"62745,2,1403,0,17.196476707825518,7,False,True,False,72131.92931032513,3031.3063146534487,1770.5543448260105,7213.192931032513"
"53093,0,9011,1,0.700158296136113,4,False,True,False,44453.73504416755,-8337.763247791623,2056.298803533404,4445.373504416755"
"96105,0,3292,0,15.747466900102111,4,False,False,True,107947.10306434313,2269.9551532171563,8635.76824514745,10794.710306434314"
"133746,1,9011,1,8.226789329982878,9,False,True,False,135738.00165727892,4273.262686443877,7359.040132582313,13573.800165727893"
"130199,4,419,0,17.4744584036445,6,False,False,True,152531.5700969611,7052.292757272082,4202.525607756888,15253.157009696111"
"81885,0,12411,1,12.759085253694774,4,False,True,False,79921.77695998797,-9794.361152000602,4893.742156799038,7992.177695998797"
"66631,0,4517,1,16.672862682879167,2,False,True,False,73223.29513422922,-4573.492621644269,4357.863610738338,7322.329513422923"
"141217,2,19686,0,9.988635397336708,6,True,False,False,135636.65124905697,-10036.801156320727,6850.932099924557,13563.665124905698"
"102991,3,15422,0,10.700510091978655,2,False,True,False,98589.56234882974,-15571.710941279256,1887.1649879063798,9858.956234882975"
"34014,1,9700,0,2.8877526426733446,5,True,False,False,25296.24018387891,-8512.734988507567,23.699214710312617,2529.624018387891"
"41093,1,5693,0,15.679747173787108,6,False,True,False,41843.278506124334,-3127.779112040675,1347.4622804899468,4184.327850612433"
"48070,4,767,1,8.387792233339432,4,False,False,True,51335.01172656626,-4161.899413671687,-5393.199061874699,5133.501172656626"
"65777,4,18428,1,10.001602365431651,3,False,False,True,53927.75398790998,-21714.65922545337,-5185.779680967202,5392.775398790998"
"86958,1,14818,0,15.701954281914151,7,False,True,False,85794.1054044669,-7014.440777109146,4863.528432357352,8579.41054044669"
"112074,4,1549,1,11.97690800158878,2,False,True,False,123947.9998737006,-4411.575003157485,415.839989896047,12394.799987370061"
"40729,2,9956,0,4.021974548853349,11,False,False,True,32411.110014002486,-6130.522373074658,-1407.1111988798011,3241.111001400249"
"129713,1,6140,0,11.804653183017855,6,False,True,False,138885.16978328797,3736.8877337465983,9110.813582663039,13888.516978328798"
"75017,4,10837,1,8.152657159593115,4,True,False,False,70295.87882141197,-12780.356058929405,-3876.329694287042,7029.587882141197"
"96320,1,3716,1,9.390510840877251,6,True,False,False,101648.94004193298,1186.3705031449726,4631.915203354638,10164.894004193298"
"57751,3,4481,0,0.5662254880533557,4,True,False,False,53597.000881605694,-4577.099955919715,-1712.2399294715442,5359.70008816057"
"136400,0,6548,0,4.2005869903256325,4,True,False,False,135581.60065480418,558.480032740209,10846.528052384334,13558.160065480419"
"135864,1,18677,0,5.620761627620565,4,True,False,False,124823.59157775043,-12501.97042111248,7985.887326220034,12482.359157775043"
"108069,0,4837,1,14.259200157176116,9,False,True,False,118641.77501785866,7054.362189509098,7991.342001428693,11864.177501785867"
"135647,4,7758,1,0.2298494659623062,7,False,True,False,128200.78390509388,-1861.606408304284,756.0627124075108,12820.078390509389"
"135510,0,10900,1,8.175545224582642,3,True,False,False,135688.68133383192,-7402.924449981303,9355.094506706553,13568.868133383192"
"84748,1,7993,1,18.480537408514657,3,False,True,False,92416.885842968,-7227.6292808887,3893.35086743744,9241.6885842968"
"35801,3,5542,0,2.237612330982477,6,False,True,False,31060.087590615032,-5796.843430703873,-3515.192992750797,3106.0087590615035"
"49190,4,14828,0,10.32848776437222,6,True,False,False,39442.5831312947,-14757.706265152898,-4844.593349496425,3944.25831312947"
"79689,1,16052,0,15.73044764781694,4,False,True,False,76172.43642606885,-12440.778178696555,4093.794914085508,7617.243642606885"
"134290,4,2385,0,18.85062615040233,9,False,True,False,157219.5058573753,11570.50690895472,4577.560468590025,15721.950585737532"
"80993,2,14308,0,14.93553279067436,4,False,True,False,78781.7360731509,-11653.513196342456,2302.538885852072,7878.17360731509"
"59592,0,671,0,14.411310972888122,9,True,False,False,67508.9884349635,6999.248698933394,5400.71907479708,6750.89884349635"
"40647,2,163,1,16.52976180391525,4,False,True,False,47202.85228043744,-1794.707385978128,-1723.7718175650048,4720.285228043744"
"38716,1,8656,1,8.924024419550873,2,False,False,True,33515.02529427331,-10601.724367643168,-818.797976458135,3351.5025294273314"
"118891,3,11234,0,16.116890652356663,2,False,False,True,126818.53246549336,-10782.686688362666,4145.48259723947,12681.853246549337"
"117545,4,4795,0,0.1592880949090225,5,True,False,False,112937.2351911608,-1436.735300552451,1034.978815292865,11293.72351911608"
"147638,0,10634,1,18.4912211075361,4,False,False,True,164304.06901874414,-3887.096549062793,11644.325521499532,16430.406901874416"
"119912,4,4798,1,8.866130190343506,7,True,False,False,125745.5540338447,624.5609779614115,559.6443227075761,12574.555403384471"
"140627,1,18739,1,11.067603757314952,11,False,False,True,137452.03913579928,-262.73211882760006,7496.163130863943,13745.203913579928"
"100316,4,10749,1,5.097644978297646,5,False,False,True,94680.75353642908,-10159.640403973182,-1925.5397170856731,9468.07535364291"
"32368,0,5827,0,14.850616656808429,6,False,False,True,31347.847599475754,-3038.8864300393184,2507.8278079580605,3134.7847599475754"
"107575,1,4719,0,1.5327161295049765,10,True,False,False,104504.81937631499,7933.977422039374,6360.3855501051985,10450.481937631499"
"36655,4,593,0,17.452716050936704,4,True,False,False,42459.29306847085,-2440.385346576458,-4603.2565545223315,4245.929306847085"
"136477,3,7394,0,16.562336580126853,12,False,True,False,151686.7800944597,13468.117014168954,6134.942407556777,15168.678009445972"
"100031,1,14056,0,4.321202324895328,2,True,False,False,90297.54189761604,-12447.1614525596,5223.803351809283,9029.754189761605"
"106429,1,19877,1,16.186487965705247,10,False,False,True,103779.11727702044,-7419.985340372445,4802.329382161635,10377.911727702045"
"121083,3,10636,0,15.72715466122963,9,False,False,True,129489.91067845665,2128.164951326371,4359.192854276533,12948.991067845665"
"117922,2,19056,1,12.64433195507898,10,True,False,False,113776.44912806826,-6451.943858991468,3602.11593024546,11377.644912806827"
"85766,0,16,0,7.47040353799375,7,True,False,False,92157.06629839572,8049.143301109624,7372.565303871657,9215.706629839571"
"43403,2,3191,0,5.429975083637357,4,True,False,False,42568.77208555112,-2903.011395722444,-594.4982331559104,4256.877208555113"
"62097,4,392,0,4.635671805787,3,False,True,False,64583.61312123955,-1955.414507953517,-2833.3109503008363,6458.361312123955"
"108657,3,6272,0,6.372179255272144,10,False,False,True,109308.81881340104,5175.60235167513,2744.705505072083,10930.881881340105"
"40966,2,16955,0,18.07116886865061,3,False,True,False,31414.03503873141,-17141.16118604757,-1486.877196901487,3141.4035038731413"
"129157,1,3631,1,1.5528155197756257,9,False,True,False,127531.5699408766,8124.789118348617,6702.525595270128,12753.15699408766"
"148834,4,6172,1,16.577425525059173,5,False,False,True,167334.84550596654,-1327.822155877091,3886.7876404773233,16733.484550596655"
"123848,4,9312,1,6.977801500836471,3,False,False,True,123177.86760275596,-10343.629964896652,354.2294082204771,12317.786760275596"
"82921,2,18663,0,10.431987920227163,5,True,False,False,72908.30870333157,-14939.793206041775,1832.6646962665254,7290.830870333157"
"79726,2,8906,0,15.889712672969814,2,True,False,False,83488.23232565192,-8596.144191858702,2679.0585860521533,8348.823232565192"
"80300,3,17159,1,17.687530940459425,11,False,True,False,77344.08734518892,-9164.825490036525,-1312.4730123848858,7734.408734518893"
"52677,0,18631,0,6.8956284014529405,4,True,False,False,37678.41017303337,-15815.529491348332,3014.2728138426696,3767.841017303337"
"85609,2,16462,0,9.236869625502209,10,True,False,False,77054.59171769618,-6772.426035287979,2164.3673374156942,7705.4591717696185"
"126825,2,8080,1,8.290321296335845,2,False,False,True,129259.19998407795,-8646.520000398052,4840.735998726235,12925.919998407795"
"86661,1,7099,0,0.2650206700782109,2,False,False,True,79791.66956289648,-5926.733260927588,4383.3335650317185,7979.166956289649"
"61024,4,14916,1,5.918857777173132,12,True,False,False,49719.923769942136,-11220.61143450868,-5522.406098404629,4971.992376994214"
"138211,0,7083,0,9.183784674651235,8,False,False,True,143821.00063668223,8007.400063668223,11505.68005093458,14382.100063668224"
"100313,1,9223,1,8.221872177608795,1,True,False,False,99337.6066375247,-10865.99241703094,4447.008531001977,9933.760663752471"
"83006,3,4940,0,14.438584550313587,7,False,False,True,90050.8914918333,371.7030055354135,1204.0713193466645,9005.08914918333"
"125285,3,19655,0,7.696072344422065,5,False,False,True,115272.0242367092,-14222.060985205677,3221.7619389367355,11527.20242367092"
"45338,2,3456,1,9.787528979413404,11,False,False,True,46319.46988868644,-611.8728903056135,-1794.4424089050844,4631.946988868644"
"98027,2,7788,0,8.592171842647268,8,False,False,True,98661.64829219184,856.9648292191832,3892.9318633753473,9866.164829219184"
"122772,3,2711,0,14.81252297788741,1,True,False,False,138246.6307104119,-3949.029616119851,5059.730456832953,13824.663071041192"
"143632,2,11280,1,17.25944797973925,11,False,True,False,157142.0903222591,7878.037419310625,7071.367225780727,15714.20903222591"
"110135,0,18052,0,10.637781580150282,7,False,False,True,103798.9207432985,-7390.044434961381,8303.91365946388,10379.892074329851"
"49508,2,16531,1,15.788643883903823,5,True,False,False,40793.641814043105,-16948.209886622306,-2236.5086548765516,4079.364181404311"
"33051,4,12089,0,5.935733640397012,4,True,False,False,22923.819325487617,-14338.35903372562,-6166.094453960991,2292.3819325487616"
"78747,2,10142,0,10.827392203145374,7,False,False,True,77131.24653821088,-4505.590927906548,2170.4997230568706,7713.124653821088"
"144692,1,16749,0,6.904599073399449,10,False,True,False,137933.4024912831,1586.3003114103883,9034.67219930265,13793.340249128312"
"117142,0,15587,0,8.284018511436607,2,False,False,True,111259.06496466706,-12415.848375883324,8900.725197173366,11125.906496466707"
"117235,1,9866,1,14.648277296253372,12,True,False,False,124541.90788826265,7295.186183239395,6463.352631061012,12454.190788826265"
"84021,1,4531,0,17.633249646654253,1,False,True,False,94305.63268561536,-4295.542091429808,5544.450614849229,9430.563268561536"
"96412,4,12686,1,2.4299078217553083,1,True,False,False,86068.72272911074,-17451.565965886115,-2614.5021816711405,8606.872272911074"
"88335,0,5330,0,12.69278512974761,11,False,False,True,94217.17174436255,8357.736114849851,7537.373739549004,9421.717174436255"
"86179,0,5510,0,11.64287615155597,12,False,True,False,90702.71423864942,8921.907135797414,7256.217139091954,9070.271423864942"
"62093,0,8964,0,2.3683007835186376,1,True,False,False,54599.54900551023,-8169.455637431122,4367.963920440819,5459.9549005510235"
"99678,0,6493,0,4.237886608802182,12,True,False,False,97409.24061392184,9092.336092088275,7792.739249113747,9740.924061392185"
"110738,0,10759,1,6.220049894653606,5,True,False,False,106866.95885234152,-5407.377571728655,7049.356708187321,10686.695885234152"
"69734,4,5439,1,3.3386214163500294,10,False,False,True,66623.15425847753,-2431.2307176903105,-4170.147659321798,6662.315425847753"
"102615,2,14473,1,4.874589650486836,7,False,True,False,93144.06016984707,-9056.507235138382,1951.5248135877655,9314.406016984707"
"103523,1,9765,1,5.35201597723415,2,False,False,True,99298.56750011211,-10038.410812497195,4443.88540000897,9929.856750011211"
"135103,0,13279,0,6.713476660781192,10,False,False,True,130894.10837301522,4742.638546626902,10471.528669841218,13089.410837301522"
"124476,2,6511,1,14.98780905602318,8,False,False,True,136621.2252005754,3802.222520057543,5429.698016046032,13662.12252005754"
"132769,2,11483,1,11.438244077012014,4,False,True,False,136472.4422786081,-8085.227886069595,5417.795382288648,13647.24422786081"
"47019,1,17630,0,19.724933439028028,12,False,False,True,38663.466453696594,-10185.980031945512,1093.0773162957275,3866.3466453696597"
"141721,4,2376,0,8.29471653934942,3,False,False,True,151100.3552267314,-620.6366789975727,4088.0284181385123,15110.03552267314"
"113613,3,19393,0,15.0773014767385,10,False,False,True,111349.77452676691,-6050.153184154136,2907.9819621413535,11134.977452676692"
"121794,3,11824,0,17.429368427530676,11,False,False,True,131197.9249826267,4841.514685111168,4495.833998610135,13119.79249826267"
"116672,2,18211,1,13.579569860760838,8,True,False,False,114304.55574794687,-8959.444425205313,3644.3644598357496,11430.455574794687"
"103847,1,6979,1,8.237294808349919,2,False,False,True,105422.18353962713,-7168.970411509322,4933.774683170172,10542.218353962715"
"112750,3,9832,0,15.07189261491506,11,True,False,False,119911.55892331673,5007.73935195605,3592.924713865339,11991.155892331673"
"109634,2,12504,0,4.073342755453697,11,False,False,True,101595.76859651411,1184.7181820206897,4127.66148772113,10159.576859651412"
"58251,4,6910,0,6.551043303602649,3,False,True,False,55157.048234781585,-8582.48569119569,-3587.436141217473,5515.704823478159"
"133481,3,14089,1,10.933705101985776,12,True,False,False,133986.41890718162,3122.3128360772425,3218.9135125745306,13398.641890718163"
"142566,2,2196,1,11.508187745722967,3,True,False,False,156776.76294156743,-234.52138969122188,7042.141035325394,15677.676294156743"
"55945,2,5978,0,0.4428295094525891,10,True,False,False,50214.74096906325,-953.907378867094,17.179277525060115,5021.474096906325"
"120852,0,17153,0,18.90228377512017,11,True,False,False,126542.78798790823,2605.170848337377,10123.42303903266,12654.278798790823"
"62217,4,780,1,13.9325454243478,1,False,True,False,70105.41178666647,-5893.9323526666685,-3891.5670570666816,7010.541178666648"
"38308,0,9908,0,9.91407500463782,6,False,False,True,32197.883852776657,-6750.058711041751,2575.8307082221327,3219.788385277666"
"35949,1,6303,0,18.662544688166168,2,True,False,False,36354.998189948856,-6236.550045251279,908.3998551959085,3635.4998189948856"
"81990,0,14686,1,8.78191130501657,1,False,True,False,74504.28907898309,-15571.121386512712,4460.343126318647,7450.428907898309"
"31150,0,3983,0,19.608711405407437,2,True,False,False,33275.11360278441,-3051.5471599303896,2662.009088222753,3327.5113602784413"
"119480,3,9503,1,10.245695144869702,12,False,False,True,122218.55655909033,5255.233483863547,2277.484524727226,12221.855655909034"
"130235,2,16905,0,2.285715399959589,6,True,False,False,116306.80145113738,-8914.114891164698,5304.54411609099,11630.680145113738"
"104740,4,13070,0,15.296019449185543,4,False,True,False,107691.05077107695,-11031.947461446154,615.2840616861558,10769.105077107695"
"146352,0,12232,1,13.57795450155681,6,False,False,True,153991.60797211842,-1765.2294020911197,10819.328637769475,15399.160797211844"
"96617,4,4583,1,15.459734426111735,12,False,True,False,106970.73161047636,6150.059741571451,-942.3414711618916,10697.073161047636"
"124841,0,5946,0,19.028840574513623,9,False,False,True,142650.79486162856,10771.139421933214,11412.063588930285,14265.079486162856"
"46896,1,16377,1,15.529786053020365,10,False,False,True,37801.848467424425,-12604.643941571949,-475.8521226060461,3780.1848467424425"
"76175,0,7128,0,12.226732044332936,12,False,False,True,78360.71313477062,5695.306970215592,6268.857050781649,7836.071313477062"
"37805,3,11889,0,17.146178047216818,10,True,False,False,32398.112610750315,-9353.110923656212,-3408.150991139975,3239.811261075032"
"35237,2,12275,1,13.464928787090631,8,False,True,False,27706.636956707123,-12276.836304329288,-3283.46904346343,2770.6636956707125"
"145247,1,2461,0,8.162381136518462,1,False,True,False,154641.61372935897,-1497.217328383013,10371.329098348719,15464.161372935898"
"50056,0,14291,0,17.712395284835466,8,False,True,False,44631.116583777235,-8398.788341622276,3570.489326702179,4463.111658377724"
"75543,4,14036,1,4.438009215687457,9,False,False,True,64859.605301806776,-11160.244403546738,-4311.231575855458,6485.960530180678"
"86556,1,11435,1,14.292825498174484,6,True,False,False,87492.29803819991,-7015.452647135007,3499.3838430559927,8749.229803819992"
"144548,1,685,0,17.63126909881514,10,False,False,True,169348.6468569553,19569.20585711941,11547.891748556425,16934.86468569553"
"141488,0,18544,1,14.626330394065924,5,False,True,False,143638.50234795597,-10407.593603252752,9991.080187836478,14363.850234795598"
"33343,1,12258,1,13.945508381077138,6,True,False,False,25734.85085950255,-12408.536185537308,-1441.2119312397963,2573.485085950255"
"43500,4,15990,1,15.05276588143672,6,True,False,False,34057.95315842497,-18236.403513118126,-6775.363747326002,3405.795315842497"
"83222,1,16422,1,9.301104966012888,9,True,False,False,74540.56557481525,-9188.711372833286,2463.24524598522,7454.0565574815255"
"59375,4,10736,0,17.48341364314052,4,False,True,False,59019.77685061468,-11248.211157469266,-3278.417851950825,5901.977685061469"
"39662,0,4875,0,4.068729502721824,2,True,False,False,36400.73949536953,-3843.106512615762,2912.0591596295626,3640.0739495369535"
"46964,2,17640,0,2.5477283200067857,11,True,False,False,30520.515128207982,-13017.929169871402,-1558.3587897433613,3052.0515128207985"
"143429,1,11182,1,5.710175602370232,11,False,False,True,140437.0477647236,6665.619067649495,7734.963821177887,14043.704776472361"
"89638,2,2196,1,10.631547935499864,9,False,False,True,96971.90693842337,4960.389530572631,2257.75255507387,9697.190693842338"
"103666,4,7165,1,10.211235908186762,2,True,False,False,107086.57981658088,-10308.710504585477,-933.0736146735289,10708.657981658089"
"115067,1,15997,1,16.41197515353173,10,True,False,False,117954.76744991436,-2253.029068760705,5936.3813959931485,11795.476744991436"
"148937,3,14215,1,8.091373128080349,9,False,False,True,146773.04839576903,-1103.8445554759855,4241.843871661522,14677.304839576904"
"97215,2,301,1,9.686888525830174,2,False,False,True,106331.1086803858,-1635.1972829903552,3006.4886944308637,10633.11086803858"
"99042,1,17030,1,0.2673536651879127,12,False,False,True,82276.79241707541,-5133.981137438688,3082.143393366033,8227.679241707541"
"43284,2,14571,0,8.194784728858782,8,False,True,False,32260.03062203923,-11887.896937796078,-1419.1975502368614,3226.003062203923"
"102789,1,9951,0,12.955484659006842,9,False,True,False,106154.81312614655,2110.903976691485,6492.385050091723,10615.481312614655"
"114664,0,10773,1,0.3101666125318436,12,False,False,True,104246.64944459352,4479.947416689029,6839.731955567482,10424.664944459353"
"123468,2,16140,1,5.617639303724875,10,True,False,False,114263.98689552303,-3839.5016380596207,3641.1189516418435,11426.398689552305"
"91389,3,19921,1,4.159127185787799,9,False,False,True,75268.9847438196,-14212.126716320296,-1478.481220494432,7526.89847438196"
"39435,3,13057,0,0.8397085781917646,10,False,True,False,26709.139077809916,-11086.23261527376,-3863.268873775207,2670.913907780992"
"84340,4,12500,0,9.58520179829075,9,True,False,False,79924.15919667842,-6102.282090373679,-1606.0672642657264,7992.415919667842"
"74078,1,15921,1,3.63446586456313,2,False,True,False,60849.33962315107,-17001.741509421223,1367.9471698520856,6084.933962315107"
"108832,2,11870,1,14.861630792627604,4,True,False,False,113136.21002423248,-9619.689498788375,3550.8968019385993,11313.62100242325"
"81293,4,4082,0,16.95855767526697,7,False,True,False,90997.12029095479,237.42302545854363,-720.2303767236172,9099.712029095479"
"125981,2,13718,0,10.911703653382956,12,True,False,False,126009.67337956838,5241.151006935255,6080.77387036547,12600.96733795684"
"108781,1,10517,0,19.63414685042283,2,True,False,False,119622.22128535845,-8263.51946786604,7569.777702828676,11962.222128535846"
"90403,3,3754,0,9.009571429411906,1,True,False,False,94793.92285933124,-5522.15096425836,1583.5138287464997,9479.392285933125"
"59124,0,1724,1,10.26736420449831,3,True,False,False,63470.476412267584,-1279.207134539966,3577.638112981407,6347.047641226759"
"125435,3,1376,0,19.784355079155,12,False,True,False,148875.50579353806,18161.72586903071,5910.040463483045,14887.550579353807"
"73919,4,8706,0,4.630968719300976,4,False,True,False,68636.16576762008,-8838.891711618995,-2509.1067385903934,6863.616576762009"
"138761,0,8894,1,18.850918793538103,8,True,False,False,156024.72342710142,5597.872342710143,10981.977874168113,15602.472342710142"
"65247,4,18037,0,0.8567511023822649,6,True,False,False,47769.00439177135,-17101.549670617147,-4178.479648658293,4776.900439177135"
"124758,1,18450,0,8.927737805263895,11,False,True,False,117446.06713109114,-764.2907694749665,7395.685370487292,11744.606713109115"
"121747,0,16406,0,1.4000702426613154,2,True,False,False,107045.54351833287,-13319.711412041675,8563.64348146663,10704.554351833287"
"92752,4,18844,1,14.58469485827286,9,True,False,False,87435.59617494524,-12887.545430318662,-2505.152306004381,8743.559617494524"
"86573,1,5926,0,12.168178717600355,2,True,False,False,91181.35736118816,-4498.316065970296,5294.5085888950525,9118.135736118817"
"89101,3,6251,1,14.132685269351928,12,False,False,True,95442.36390184525,4003.004585276787,135.38911214761993,9544.236390184526"
"132756,1,9496,1,7.48960799936034,5,True,False,False,133202.9039956308,-3577.318500273075,7156.232319650464,13320.29039956308"
"56646,2,3300,0,7.389638680627605,12,False,False,True,57531.93472702832,3824.790209054248,602.5547781622654,5753.193472702832"
"134185,1,8553,0,0.906385579217892,4,True,False,False,126848.23348947352,-2782.938325526324,8147.858679157882,12684.823348947353"
"53049,1,3727,0,6.998898790592795,7,False,True,False,53034.84581942157,239.6615091993872,2242.7876655537257,5303.484581942157"
"109605,2,16898,0,18.58576804524119,8,False,False,True,113077.9310659866,-5900.406893401339,5046.234485278928,11307.793106598661"
"128116,4,16832,1,7.58453074360898,5,False,False,True,121000.9974074821,-14217.43766203237,180.07979259856802,12100.09974074821"
"127379,4,6019,0,16.6273541244394,10,True,False,False,142539.75741016967,8550.844676271208,3403.1805928135727,14253.975741016968"
"98385,1,15463,0,16.84651009499868,5,True,False,False,99496.43895696446,-9278.03506518972,5959.715116557157,9949.643895696447"
"70158,2,10047,0,7.464823127584676,2,False,False,True,65348.17060985086,-10162.12073475373,1227.8536487880692,6534.817060985086"
"95417,2,11754,1,12.63977360792378,8,False,True,False,95723.49278347264,-5006.250721652736,2157.879422677812,9572.349278347265"
"53289,3,2520,0,1.9074320454611728,2,False,True,False,51785.45146270581,-4162.363713432354,-1857.1638829835356,5178.545146270581"
"140226,4,3081,0,2.07357161468553,10,True,False,False,140052.68653240893,10810.710816551116,3204.214922592715,14005.268653240893"
"130793,0,1428,1,0.9731532732342664,12,False,True,False,130637.8163606613,16381.872454099192,8951.025308852904,13063.78163606613"
"39823,4,3967,1,11.620301867502189,6,False,True,False,40483.552812695394,-6633.208539047846,-6261.3157749843685,4048.35528126954"
"90160,4,6445,0,8.521419552521941,8,True,False,False,91397.91186855378,-660.7088131446217,-688.1670505156972,9139.791186855378"
"71975,3,14566,0,10.960647133284802,6,False,True,False,65297.92577418173,-11576.20556693637,-776.1659380654619,6529.792577418173"
"39540,0,14042,0,10.421463810167758,4,True,False,False,29618.646790540326,-11858.967660472985,2369.491743243226,2961.864679054033"
"46364,3,11329,0,7.0040598218146055,4,False,False,True,38282.36229578612,-11848.431885210694,-2937.41101633711,3828.2362295786124"
"34611,0,2159,0,13.549468296469458,6,True,False,False,37141.60647209104,788.545485406828,2971.3285177672838,3714.1606472091044"
"57663,1,5132,1,15.170037618327814,4,False,False,True,61278.49879185637,-4811.475060407181,1402.2799033485098,6127.849879185637"
"81991,0,18931,1,0.2925651775535143,8,False,False,True,63299.877114727904,-12707.91228852721,3563.9901691782325,6329.987711472791"
"87679,3,19363,0,4.144845995377566,9,False,True,False,71950.1595202871,-12090.269553967702,-243.98723837703255,7195.01595202871"
"134182,4,14933,0,14.264717361666737,1,False,True,False,138389.68305023166,-17016.466461872104,3071.1746440185325,13838.968305023167"
"60977,0,10473,1,7.732403452676683,4,False,True,False,55218.987653338656,-9188.400617333067,2917.519012267093,5521.898765333866"
"124704,0,19033,0,13.249678938832163,4,True,False,False,122193.87962388125,-11971.656018805936,9775.5103699105,12219.387962388126"
"79115,2,10805,0,6.939253194691169,2,False,True,False,73799.99016497993,-10689.8752458755,1903.9992131983945,7379.999016497994"
"121007,4,3083,0,7.815103046592742,6,False,False,True,127380.82174359048,2701.7866307692857,2190.4657394872393,12738.08217435905"
"118223,1,17421,0,3.1735774737936984,3,False,True,False,104553.89849684312,-13846.941306368382,6364.311879747449,10455.389849684312"
"90890,3,13944,0,5.164620393323201,7,False,True,False,81640.12347549145,-8580.389195894499,531.2098780393162,8164.0123475491455"
"96387,1,19873,1,12.108235150151746,11,True,False,False,88184.76461417675,-8015.0573655507,3554.7811691341403,8818.476461417675"
"48071,4,7604,0,8.663262226303328,11,True,False,False,44631.51678480628,-4421.616442089137,-4429.478657215497,4463.151678480628"
"89275,0,15379,0,15.486053658891905,5,False,False,True,87721.17440397575,-8935.239099751518,7017.69395231806,8772.117440397575"
"102369,0,19018,0,17.051699098766854,4,True,False,False,100806.65385041664,-13026.767307479167,8064.532308033331,10080.665385041664"
"41938,4,3983,1,10.832928364335196,5,False,True,False,42498.1134974349,-7077.930406410319,-6100.1509202052075,4249.81134974349"
"65195,0,1778,1,15.165345841121184,8,True,False,False,73304.04722111896,3730.204722111896,4364.323777689518,7330.404722111896"
"121680,0,5110,1,6.1380902638914,3,False,False,True,124038.82823310306,-2266.9189412586347,8423.106258648246,12403.882823310307"
"34000,0,12087,1,8.299424308001564,7,False,True,False,24734.804264720537,-10865.092126836951,478.784341177643,2473.4804264720538"
"100588,3,17508,0,14.25555352433662,6,False,False,True,97419.37617905973,-11888.44678657052,1793.550094324779,9741.937617905975"
"131042,3,17081,1,7.724239856340613,12,True,False,False,124082.99839254585,-906.4002411181244,2426.6398714036677,12408.299839254585"
"123610,2,2179,0,11.770098703179777,1,True,False,False,135980.01900700052,-2452.0122624124933,6878.401520560043,13598.001900700052"
"133691,1,9596,0,3.7074555816502297,7,False,False,True,129051.534441664,1535.6592636456007,8324.122755333121,12905.1534441664"
"136306,4,5251,1,11.99542629940996,7,False,True,False,147405.48577167373,2106.442505021452,2292.438861733899,14740.548577167374"
"127856,4,9235,1,17.230274144537873,12,True,False,False,140650.93931024033,7247.89089653605,1752.075144819226,14065.093931024034"
"68304,4,18313,1,17.372792796468513,1,True,False,False,61857.312391699845,-23310.87109510375,-4551.415008664012,6185.731239169985"
"141783,2,14871,1,14.486888126590792,9,False,True,False,147451.94459252423,-609.6687333410227,6296.155567401938,14745.194459252423"
"99449,3,1013,1,14.91506758152252,6,True,False,False,113268.88555914833,2558.141416936125,1561.510844731867,11326.888555914833"
"112986,2,16610,0,11.158548903014012,12,False,False,True,108983.59806355942,229.039709533914,4718.687845084754,10898.359806355942"
"119643,4,1828,1,11.693361803316495,2,True,False,False,131805.28886234196,-4487.167778441451,1044.4231089873574,13180.528886234197"
"50764,1,7909,1,2.67301162821036,5,True,False,False,44211.927622944706,-7651.442023565956,36.95420983557642,4421.19276229447"
"138940,0,5588,1,8.877183768426022,11,False,True,False,145685.9591278511,13212.169380079526,10154.876730228088,14568.59591278511"
"116027,3,13109,0,9.015525677727275,4,False,False,True,113378.44397809662,-9784.627801095168,3070.2755182477304,11337.844397809662"
"68494,3,2023,1,19.169956713354804,7,False,True,False,79601.27015124523,119.12363823395845,-1131.8983879003808,7960.1270151245235"
"33373,2,14537,0,8.621737252465788,8,True,False,False,21713.332373265403,-12911.96676267346,-2262.9334101387676,2171.3332373265403"
"42161,3,5891,1,10.986852898055153,11,True,False,False,40902.16705034903,-4456.939530577009,-4227.826635972077,4090.2167050349035"
"127532,4,1080,1,10.66502798558205,11,False,True,False,140053.32349057248,12325.831979953717,1704.2658792457987,14005.33234905725"
"122658,4,5036,0,12.735234340886542,1,False,True,False,133242.7837378446,-7307.515203276942,2659.4226990275693,13324.278373784462"
"130386,2,15379,1,14.964656626637918,5,False,True,False,134518.81718920812,-10010.386425674493,5261.505375136649,13451.881718920813"
